uid,post_subtype,pre_crop_path,post_crop_path,pre_mask_path,post_mask_path,pad_used_px,pre_bbox_xyxy,post_bbox_xyxy,pre_size,post_size
00d0eeb1-09f4-44f6-b533-53f9999bfa69,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\00d0eeb1-09f4-44f6-b533-53f9999bfa69_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\00d0eeb1-09f4-44f6-b533-53f9999bfa69_post.jpg,,,13,"138,383,193,461","138,383,193,461",55x78,55x78
01a5dab5-77de-4d17-9e21-31237b4e6544,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\01a5dab5-77de-4d17-9e21-31237b4e6544_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\01a5dab5-77de-4d17-9e21-31237b4e6544_post.jpg,,,12,"878,81,955,121","878,81,955,121",77x40,77x40
022f32ee-d0f9-4f99-888b-e8cbdde16dff,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\022f32ee-d0f9-4f99-888b-e8cbdde16dff_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\022f32ee-d0f9-4f99-888b-e8cbdde16dff_post.jpg,,,12,"386,328,438,382","386,328,438,382",52x54,52x54
03a3a480-1cd7-49bc-8505-f222692f98e8,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\03a3a480-1cd7-49bc-8505-f222692f98e8_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\03a3a480-1cd7-49bc-8505-f222692f98e8_post.jpg,,,12,"982,103,1023,161","982,103,1023,161",41x58,41x58
05c32c7c-2a2a-4dbd-acd8-1495ca2a2dce,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\05c32c7c-2a2a-4dbd-acd8-1495ca2a2dce_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\05c32c7c-2a2a-4dbd-acd8-1495ca2a2dce_post.jpg,,,12,"254,395,298,443","254,395,298,443",44x48,44x48
06147698-eeec-4873-946b-206378c7d414,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\06147698-eeec-4873-946b-206378c7d414_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\06147698-eeec-4873-946b-206378c7d414_post.jpg,,,13,"77,629,117,686","77,629,117,686",40x57,40x57
075d03c3-b781-4765-9ebb-ffbbfc278038,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\075d03c3-b781-4765-9ebb-ffbbfc278038_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\075d03c3-b781-4765-9ebb-ffbbfc278038_post.jpg,,,13,"49,439,110,575","49,439,110,575",61x136,61x136
07e188d1-3283-4f08-be51-b6766a36e22c,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\07e188d1-3283-4f08-be51-b6766a36e22c_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\07e188d1-3283-4f08-be51-b6766a36e22c_post.jpg,,,12,"131,493,193,565","131,493,193,565",62x72,62x72
09834c60-53a5-4755-8a52-c3c7d0df0923,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\09834c60-53a5-4755-8a52-c3c7d0df0923_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\09834c60-53a5-4755-8a52-c3c7d0df0923_post.jpg,,,12,"325,843,377,909","325,843,377,909",52x66,52x66
0a93b7f0-6c68-4ad0-9369-9602262ddb81,no-damage,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\0a93b7f0-6c68-4ad0-9369-9602262ddb81_pre.jpg,C:\Users\ryan\AutomatedDisasterDamageAssessment\outputs\crops\hurricane-harvey_00000011\0a93b7f0-6c68-4ad0-9369-9602262ddb81_post.jpg,,,12,"871,132,912,181","871,132,912,181",41x49,41x49
